transaction_id,sender_id,late_night_txn,high_amount,amount_deviation,fraud_flag
120,user_333,0,0,1.4253320591105882,0
121,user_1497,0,0,0.5709104958330233,0
122,user_251,0,0,1.5903772860526155,0
123,user_1473,0,0,0.49684105481600066,0
124,user_1036,0,0,2.8404449803895484,0
125,user_235,0,0,0.808100240856041,0
126,user_1594,1,0,0.10973106414663676,0
127,user_718,1,0,0.27504313663269225,0
128,user_145,0,0,1.1799950116050977,0
129,user_303,0,0,0.07720829075282341,0
130,user_139,0,0,0.047016453927646126,0
131,user_222,0,0,0.7487323286960099,0
132,user_1465,0,0,1.3453931420731329,0
133,user_55,0,1,5.333129570131378,0
134,user_679,0,0,0.6255029711110834,0
135,user_553,0,1,2.940738532891375,0
136,user_939,1,0,0.4779671625939858,0
137,user_318,1,0,0.6926229312485024,0
138,user_163,0,0,0.18906767668498356,0
139,user_292,1,0,0.3087203764108189,0
140,user_1257,0,0,0.14275332414161246,0
141,user_308,0,0,0.1671927132775121,0
142,user_522,1,0,0.08942595880454131,0
143,user_1480,1,0,1.8813452279270961,0
144,user_276,0,0,0.0077272159744216015,0
145,user_988,0,0,2.3937244785784486,0
146,user_1942,0,0,0.9676841214214948,0
147,user_183,0,0,1.7077213738637946,0
148,user_750,0,0,0.2806641032833945,0
149,user_1685,0,0,0.699774515550246,0
150,user_726,1,0,1.2391733382665235,0
151,user_539,0,0,0.47559492372427165,0
152,user_628,1,0,1.0454933528479082,0
153,user_1754,0,0,0.0013267440717705367,0
154,user_1460,0,0,0.2534096915351603,0
155,user_1769,0,0,0.02607814280560503,0
156,user_1012,0,0,0.5489201678897672,0
157,user_683,0,0,0.23488607346482743,0
158,user_566,0,0,1.1453661474401289,0
159,user_1280,0,0,0.4148328685323952,0
160,user_67,0,1,4.339271608870718,0
161,user_1524,0,0,2.634501506645527,0
162,user_1417,1,0,1.118900417824195,0
163,user_1017,0,0,1.4462009019203332,0
164,user_1313,0,0,1.4298365802462973,0
165,user_208,0,0,0.5844623240293272,0
166,user_1146,0,0,1.8684044765723107,0
167,user_1204,1,0,0.5568152753891609,0
168,user_1348,1,0,0.6265928920792847,0
169,user_1921,0,0,0.5410481090703942,0
170,user_515,1,0,0.6591924741804385,0
171,user_1529,0,0,0.31746870378094244,0
172,user_1270,0,0,0.34745270800251565,0
173,user_242,0,1,3.0027509336856544,0
174,user_20,1,0,2.3478214009138596,0
175,user_923,1,0,1.5820865726726263,0
176,user_1410,0,1,3.1065548629689945,0
177,user_1483,0,1,5.028238624192785,0
178,user_1630,1,0,0.9754005361261766,0
179,user_1765,0,0,0.9439703704412613,0
180,user_650,0,0,1.219253004847879,0
181,user_1682,0,0,2.2172361434237153,0
182,user_1085,0,1,4.122212918571651,0
183,user_777,1,0,0.46278183359481756,0
184,user_1981,0,0,0.8995700435633768,0
185,user_1754,0,1,4.665317400704789,0
186,user_1974,0,0,1.038140934889956,0
187,user_521,1,0,1.1261191720350165,0
188,user_597,0,0,0.4336536692330676,1
189,user_1170,1,0,1.5513032763155012,0
190,user_1573,0,0,1.5167850140520198,0
191,user_1384,0,0,0.3977355842672416,0
192,user_1421,0,0,1.2180008616141718,0
193,user_157,0,0,0.17701467238730867,0
194,user_785,0,0,1.1161993676754403,0
195,user_1180,1,0,0.37323668398104337,0
196,user_508,0,0,0.13048977063961914,0
197,user_1765,0,0,0.5485329970978153,0
198,user_1030,0,0,1.1508168961083758,0
199,user_450,0,0,0.2885227734533142,0
200,user_284,0,0,0.529374748967614,0
201,user_468,0,0,0.23052005122667804,0
202,user_512,1,0,0.6860936613424619,0
203,user_53,0,0,1.0854863558477872,0
204,user_1719,1,0,0.05931456026650539,0
205,user_1460,1,0,0.6054295496288712,0
206,user_1352,0,0,1.3722697796335181,0
207,user_45,0,0,1.1354648054016914,0
208,user_1987,0,0,0.14984165086785564,0
209,user_527,0,0,0.5915331530997922,0
210,user_1818,0,0,0.17766463330568447,0
211,user_1307,0,0,0.7773685278543679,0
212,user_748,0,0,1.4174048007706923,0
213,user_350,0,0,0.7013068181818182,0
214,user_893,0,0,0.17688977286463084,0
215,user_31,0,0,1.1198549602818386,0
216,user_254,0,0,0.00808234227458534,0
217,user_994,1,0,0.523391184958485,0
218,user_1698,0,0,0.21454034228744517,0
219,user_816,0,0,0.2990366897080335,0
220,user_770,0,1,4.671551774317415,0
221,user_131,0,0,0.4256029057735355,0
222,user_861,0,0,1.202787104638087,0
223,user_1766,0,0,0.5490241437339073,0
224,user_1776,0,0,1.2042180562407498,0
225,user_261,0,0,0.5958860041578805,0
226,user_664,0,0,0.22344088814966,0
227,user_769,1,1,2.4394016476908456,0
228,user_1996,0,0,0.2948776202622699,0
229,user_1765,0,0,0.48801060386016876,0
230,user_1801,0,0,0.2473946259829624,0
231,user_779,0,0,1.0165164399395938,0
232,user_252,1,1,4.080466634603714,0
233,user_1063,0,0,0.22940447694768878,0
234,user_833,0,0,1.6005700685785773,0
235,user_939,0,0,0.02691244413014907,0
236,user_1803,0,0,0.04745981271770569,0
237,user_1375,0,0,0.6479728368773918,0
238,user_1805,0,0,0.7091368677455425,0
239,user_1449,1,0,1.6753013652588042,0
240,user_1358,0,0,0.026024050003475435,0
241,user_1074,0,0,2.604894507478196,0
242,user_912,0,0,2.5519799024475813,0
243,user_797,0,0,0.15326605976165678,0
244,user_869,1,0,2.599100523730066,0
245,user_615,0,0,0.01134533398247947,0
246,user_1954,0,0,1.9080470632123052,0
247,user_663,0,0,0.3597767633369913,0
248,user_1576,0,0,1.0557016019384857,0
249,user_623,0,0,1.165297973768228,0
250,user_1238,1,0,1.0230071708974116,0
251,user_486,0,0,0.699668898124842,0
252,user_964,0,0,0.18146728098720882,0
253,user_1581,0,0,0.5202716035108556,0
254,user_1624,0,0,1.254004494733768,0
255,user_1715,0,1,2.58057489233169,0
256,user_1122,0,0,0.6243713515599597,0
257,user_985,0,0,0.07705825612262104,0
258,user_506,0,0,0.07258938859597053,0
259,user_1363,0,0,0.6104733466358588,0
260,user_325,1,1,6.239253857497619,1
261,user_1237,0,0,0.5813042358077366,0
262,user_1725,1,0,0.3749651465648454,0
263,user_1400,0,0,1.6111535904205687,0
264,user_1564,1,0,0.00356836856548438,0
265,user_256,0,0,0.7863275900569321,0
266,user_1114,1,0,2.0922296077413343,0
267,user_1070,0,0,0.33233131272980226,0
268,user_771,0,0,0.645215168426331,0
269,user_464,1,0,0.7757687779795043,0
270,user_831,1,0,2.299835202211725,0
271,user_1199,0,0,0.34754443313254013,0
272,user_1342,0,0,0.3165554936289739,0
273,user_1453,0,0,1.2852251817814535,0
274,user_1044,0,0,1.7508639647512225,0
275,user_1905,0,0,0.916873127773148,0
276,user_1698,0,0,1.0797706257234472,0
277,user_145,0,0,0.6825169828706361,0
278,user_137,0,0,0.5332271102995496,0
279,user_1758,0,0,0.3345911529324693,0
280,user_352,0,0,0.9512720688468442,0
281,user_161,0,0,0.17036983220377241,0
282,user_707,0,0,0.5968339504465922,1
283,user_1653,0,0,0.21252311278041477,0
284,user_826,1,0,0.7902191963600061,0
285,user_863,0,0,0.65898646501033,0
286,user_386,1,0,2.5020809361965437,0
287,user_162,0,0,0.8920974963075406,1
288,user_91,0,0,2.899425463056595,0
289,user_179,0,0,0.3142460488710479,0
290,user_1866,0,0,0.8684554797398762,0
291,user_1264,1,0,1.1819099063898038,0
292,user_774,0,0,0.7383104242388255,0
293,user_1287,0,0,1.5419471413690768,0
294,user_698,0,0,2.7357615236632804,0
295,user_195,1,0,1.0329733650557271,0
296,user_1199,0,0,2.092491343443559,0
297,user_478,0,0,1.301627035783333,0
298,user_724,0,0,0.23278195639869256,0
299,user_148,0,0,0.21351244569630298,0
300,user_1582,0,0,0.07934270340625807,0
301,user_1576,0,0,1.4085810015454463,0
302,user_1215,0,0,1.374375459890282,0
303,user_223,0,0,0.770052493088858,0
304,user_497,1,0,1.0497997239928918,0
305,user_1372,1,0,1.2171826699224928,0
306,user_1831,1,0,0.017033976301693232,0
307,user_933,0,0,0.6240778325127933,0
308,user_179,1,1,3.416554029296573,0
309,user_142,0,0,0.26962328977966815,0
310,user_1452,0,0,1.7257892553249783,0
311,user_190,1,0,2.3821698364495045,0
312,user_2,1,1,4.348112674331157,0
313,user_581,0,0,1.5417185172568448,0
314,user_102,0,0,0.2665379211452955,0
315,user_305,0,0,0.13774776480074338,0
316,user_612,1,0,1.125025422067207,0
317,user_852,0,0,0.4598071267804629,0
318,user_1401,0,0,1.0841416397744519,0
319,user_1594,0,0,0.8130380296642885,0
320,user_738,0,0,1.2663866919437368,0
321,user_58,0,0,0.08159667280355044,0
322,user_205,1,0,1.58247654695604,0
323,user_835,0,0,0.05567438538290625,0
324,user_856,0,0,0.7170878460762558,0
325,user_810,0,0,1.3161225091734405,0
326,user_1703,0,0,1.193909605574626,0
327,user_70,0,0,1.8884421448378017,0
328,user_100,0,0,1.1036163044542056,0
329,user_1311,0,0,0.5889773438418135,0
330,user_1029,0,0,0.9109666175090495,0
331,user_1815,0,0,0.7820221265118186,0
332,user_196,0,1,3.0707564265273435,0
333,user_662,0,0,1.0998735114439502,0
334,user_1598,0,0,0.5282414414738202,0
335,user_1141,0,0,0.2580246111748791,0
336,user_1080,0,0,1.453977642878107,0
337,user_1437,0,0,3.565499703117022,0
338,user_1542,1,0,0.02175495762014998,0
339,user_579,0,0,0.7845789284359599,0
340,user_182,0,0,2.231744669763057,0
341,user_1658,0,0,0.4756048931709137,0
342,user_940,0,0,0.012887904556356043,0
343,user_631,0,0,0.8760539558098049,0
344,user_101,0,0,2.7490174528203455,0
345,user_693,1,0,1.4536005876718732,0
346,user_398,0,0,0.08410308442283407,0
347,user_1806,1,0,0.24139024296333195,0
348,user_1861,0,0,2.2593655980665925,0
349,user_1107,1,0,0.799422742874376,0
350,user_1947,0,0,0.743786657930713,0
351,user_331,0,0,1.8089276910223495,0
352,user_1008,0,0,0.16230158092816133,0
353,user_175,1,0,0.009699163465887922,0
354,user_371,0,0,0.621691291368961,0
355,user_1955,0,0,0.9911411185115641,0
356,user_1789,0,0,0.613302119932309,0
357,user_1693,0,0,1.1228370448884692,0
358,user_1331,0,0,0.4621163679904295,0
359,user_1487,1,1,6.068232496043234,0
360,user_711,0,0,0.21804784664847499,0
361,user_982,0,0,0.34161723189785337,0
362,user_333,1,0,0.16874171025300932,0
363,user_1574,0,0,0.8613853522744698,0
364,user_1498,1,0,0.2324302818297205,0
365,user_1885,1,0,0.12332262441864511,0
366,user_1602,1,0,1.7662215799175378,0
367,user_474,0,0,1.6493306628222273,0
368,user_1547,0,0,0.8461861845194254,0
369,user_520,0,0,0.15495687322228868,0
370,user_1466,0,0,0.3801707662125313,0
371,user_719,0,0,2.7482311678927798,0
372,user_1474,1,0,0.23955781951011396,0
373,user_1077,0,0,1.0650693363535737,0
374,user_628,0,0,0.24262105134772532,0
375,user_1820,1,0,0.1552361152164974,0
376,user_1884,0,0,0.2471809384133935,0
377,user_885,0,0,1.9819689577034507,0
378,user_178,0,1,4.49288444389209,0
379,user_32,0,0,1.147219849977426,0
380,user_1098,1,0,0.8644436596689309,0
381,user_365,0,0,0.6642235844212165,0
382,user_1482,0,0,1.5975450050370026,0
383,user_1711,0,0,0.14941332414127584,0
384,user_341,0,0,0.9122032087581236,0
385,user_661,0,0,0.1776755115988316,0
386,user_1839,0,0,0.07036226452967449,0
387,user_1972,1,0,0.18449379834193047,0
388,user_921,0,0,1.3907938990173299,0
389,user_956,1,0,0.2634048881582108,0
390,user_1662,0,0,0.7482475473502759,0
391,user_215,0,1,5.315222020140718,0
392,user_1673,0,0,0.3171247898342112,0
393,user_1237,0,0,2.1932044744806807,0
394,user_1137,0,0,2.2162804542852124,0
395,user_1311,0,0,1.4592934338976749,0
396,user_1174,0,0,2.8481854027850124,0
397,user_278,0,0,0.39235298632536975,0
398,user_214,0,0,1.113763576579258,0
399,user_1367,1,0,0.6046641748653745,0
400,user_829,0,0,0.6909872567918645,0
401,user_1594,1,0,1.1677055977043314,0
402,user_1756,0,0,0.25154623521392466,0
403,user_58,0,0,0.5174691275350012,0
404,user_1298,0,0,1.3589035039239525,0
405,user_1149,0,0,0.08945029489108206,0
406,user_843,0,0,1.5544049580293402,0
407,user_104,0,0,0.14578296113562803,0
408,user_1192,0,0,0.22353907157306746,0
409,user_189,0,0,0.8012251599018464,0
410,user_1174,1,0,0.6003117199964386,0
411,user_1778,0,0,2.7115460734221015,0
412,user_477,1,0,0.28861648962339786,0
413,user_931,0,0,2.5578019262329192,0
414,user_1330,0,0,0.9259925456615317,0
415,user_1738,0,0,0.3104012021263847,0
416,user_1715,0,0,0.6757389689155859,0
417,user_398,1,1,2.9071940094281485,0
418,user_1904,0,0,0.023962592288529344,0
419,user_1946,0,0,0.19666707218293564,0
420,user_671,0,0,0.12973405701154148,0
421,user_885,0,0,2.0755722752778847,0
422,user_680,1,0,0.6508947257585121,0
423,user_1038,0,0,1.3681145009055204,0
424,user_26,0,0,1.3238436318127822,0
425,user_1997,0,0,0.30322379775873826,0
426,user_449,0,0,0.09846023033907385,0
427,user_1260,1,0,0.1203624491749051,0
428,user_1857,0,0,1.02473062906294,0
429,user_1472,0,0,1.2211137027163814,0
430,user_983,0,0,0.4765909982572032,0
431,user_675,0,0,0.6347562451894064,0
432,user_798,0,0,0.15724392207690194,0
433,user_1792,0,0,0.1058252631034906,0
434,user_1466,0,0,0.6250682342928141,0
435,user_819,1,0,1.290973536531246,0
436,user_1396,0,0,1.4982716136808831,0
437,user_1474,0,0,0.6098793311302131,0
438,user_1430,1,0,0.3564881268698761,0
439,user_1216,0,0,1.0748980812480633,0
440,user_510,1,0,0.24898477386074297,0
441,user_602,1,0,0.32169813439878553,0
442,user_1266,0,0,1.3948401248759925,0
443,user_1047,1,0,0.9527477986043716,0
444,user_1558,0,0,0.31844774293476125,0
445,user_1898,0,0,2.2436931597550256,0
446,user_510,0,0,0.048327147224060646,0
447,user_1722,0,0,1.2807726180768297,0
448,user_1056,1,0,0.5251347709898094,0
449,user_55,0,0,0.6042684028609827,0
450,user_916,0,0,0.21480551334766063,0
451,user_1233,0,0,0.9868369430872564,0
452,user_455,0,0,0.28326913452746116,0
453,user_904,1,0,0.10508303945640081,0
454,user_1255,1,0,0.6886160288240458,0
455,user_1078,0,0,1.4248664375830846,0
456,user_564,0,0,0.12931574692689096,0
457,user_1618,1,0,0.755100801027537,0
458,user_851,0,1,4.114822325672138,0
459,user_842,0,0,1.2677576412059792,0
460,user_1880,1,0,1.7090882009588282,0
461,user_65,0,0,0.32946429581367986,0
462,user_412,0,1,3.1086272147918814,0
463,user_7,0,0,0.4553479993541005,0
464,user_1868,1,0,1.1085921798719587,0
465,user_1010,0,0,0.2178792320812603,0
466,user_661,0,0,0.8997829608759883,0
467,user_846,0,0,2.0956682097418757,0
468,user_509,0,0,1.1644235289833977,0
469,user_646,0,0,0.36164820401577863,0
470,user_85,1,0,0.07121834822551495,0
471,user_1419,0,0,0.632523973323822,0
472,user_981,0,0,2.9354957832786392,0
473,user_472,1,0,1.4597715312242021,0
474,user_93,0,0,1.9482991935651537,0
475,user_1177,0,0,0.9730020272011777,0
476,user_1373,1,0,1.2426984693079526,0
477,user_1759,0,0,0.14442537409771583,0
478,user_1008,1,0,0.7547849785604553,0
479,user_667,1,0,0.908450773773665,0
480,user_13,1,0,0.031792293882060486,0
481,user_1653,0,0,0.9073922392397713,0
482,user_1779,0,0,0.4015747453876344,0
483,user_1836,0,0,0.5999121567185427,0
484,user_414,0,0,2.9905259200755996,0
485,user_1679,0,0,1.2368469985016761,0
486,user_1798,0,0,0.2562547807744907,0
487,user_1192,0,0,1.3666989440743715,0
488,user_798,0,0,0.054900632339656724,0
489,user_1490,1,0,1.5443619200391188,0
490,user_522,1,0,1.4460581735180045,0
491,user_1043,0,0,0.8128974560840782,0
492,user_1246,0,0,0.976825988326719,0
493,user_1175,0,0,0.18596841338322564,0
494,user_1103,1,0,0.03770710164933372,0
495,user_853,0,0,1.2768224196646232,0
496,user_1812,0,0,0.09183904564280113,0
497,user_767,0,0,0.5574842070994591,0
498,user_1950,1,0,0.698092322522276,0
499,user_1268,0,0,0.1434035047114066,0
500,user_161,0,0,0.7575689804373474,0
501,user_1557,0,0,0.21547184189161292,0
502,user_558,0,0,0.9111809635611791,0
503,user_1908,0,0,1.789618466841188,0
504,user_1835,1,0,0.7048334597202147,0
505,user_753,0,0,0.9115557140826209,0
506,user_1094,0,1,4.623820088633771,0
507,user_1545,0,0,0.8967502959215399,0
508,user_1171,1,0,0.39734353264329336,0
509,user_789,0,0,0.041607873168983095,0
510,user_1893,0,0,1.1702606120692443,0
511,user_719,0,0,1.464091714818271,0
512,user_987,0,0,0.5039134885770192,0
513,user_1294,0,0,0.7815909788579863,0
514,user_803,0,0,0.3998827157991102,0
515,user_1706,1,0,1.541630699744436,0
516,user_32,1,0,1.0184046910612004,0
517,user_590,0,0,1.114316394639807,0
518,user_605,0,0,0.6974320865570612,0
519,user_556,0,0,1.0608341340579797,0
520,user_1962,1,0,0.4697288505153875,0
521,user_109,0,0,1.6006271133015952,0
522,user_479,0,0,0.6170050554626544,0
523,user_126,0,0,1.1145744461938019,0
524,user_677,0,0,0.21912269958423305,0
525,user_473,0,0,0.09264228953029618,0
526,user_34,0,0,1.0979120488448684,0
527,user_411,0,0,0.7625187448320322,0
528,user_210,0,0,1.042265120246277,0
529,user_1864,0,0,0.5882442917421308,0
530,user_466,0,0,1.0304947510338875,0
531,user_567,0,0,0.7851114165263182,0
532,user_798,1,0,1.4095896665488394,0
533,user_1447,0,0,1.759389412250178,0
534,user_1474,0,0,1.5351182119671647,0
535,user_283,0,0,0.14055009356259562,0
536,user_1349,0,0,0.8877494482651452,0
537,user_862,0,0,0.04927146374743705,0
538,user_851,0,0,0.24018686017461238,0
539,user_102,0,0,0.08143346959543454,0
540,user_1188,0,0,0.41400023099894456,0
541,user_1325,0,0,1.2366649334718152,0
542,user_1626,0,0,0.24248312081068887,0
543,user_1798,1,0,1.1036324403601676,0
544,user_1415,0,0,2.119023216101304,0
545,user_1917,0,0,0.11045999186400561,0
546,user_295,1,0,1.1295847678463604,0
547,user_968,1,0,1.350413965601459,0
548,user_1469,0,0,0.27880620655653054,0
549,user_1770,0,0,1.9523853878464088,0
550,user_515,0,0,0.17297605469620428,0
551,user_370,1,0,0.3315974064778021,0
552,user_1095,0,0,0.06542992736587248,0
553,user_178,0,0,0.27483374090212087,0
554,user_1192,0,0,0.1929754544932582,0
555,user_1064,0,0,0.29868879296186596,0
556,user_1885,0,0,1.2956250024162714,0
557,user_71,0,0,1.42179555837384,0
558,user_1794,0,0,0.5350699636044992,0
559,user_797,0,1,3.5687944760475774,0
560,user_5,0,0,1.020030767513969,0
561,user_1344,0,0,0.3515829080874624,0
562,user_673,0,0,1.7031826235094663,0
563,user_39,0,0,0.08469874938581771,0
564,user_1307,0,1,3.954260395625681,0
565,user_1347,0,0,0.07334178284748627,0
566,user_1385,0,0,0.42810646734744007,0
567,user_1591,0,0,2.019924546002922,0
568,user_162,0,0,0.23310571715762696,0
569,user_1559,0,0,0.6198059116704832,0
570,user_7,0,0,1.1668254619568192,0
571,user_910,0,0,1.9395846287154055,0
572,user_1157,0,0,2.3053225638240744,0
573,user_553,0,0,0.3474685516639871,0
574,user_985,1,0,0.39439015745693584,0
575,user_1475,1,0,0.7723348614680114,0
576,user_829,1,0,1.587866270044479,0
577,user_477,0,0,2.1515723288028985,0
578,user_855,0,0,2.3255505999062906,0
579,user_811,0,0,1.065133299679498,0
580,user_782,0,0,1.4815492164242545,0
581,user_288,0,0,0.6603357720762443,0
582,user_1496,1,0,0.6256690290945078,0
583,user_917,0,0,0.6064045840597697,0
584,user_1306,0,0,0.46056389017679655,0
585,user_1406,1,0,1.4729896833180351,0
586,user_1044,1,0,2.3271728947263255,0
587,user_1412,1,0,1.1521953187354688,0
588,user_231,0,0,0.03011904288731696,0
589,user_11,0,0,3.567269117226236,0
590,user_1026,1,0,0.8867975797013165,0
591,user_1414,0,0,2.687328114624489,0
592,user_1307,1,0,0.09273850005588141,0
593,user_1731,0,0,1.0573836805568648,0
594,user_183,0,0,0.23563809864529564,0
595,user_343,1,0,0.24151665448228213,0
596,user_1710,0,0,1.0634476136688766,0
597,user_31,0,0,0.724717872044438,0
598,user_1296,0,0,0.20932739856892613,0
599,user_488,0,0,1.2070341833154805,0
600,user_561,0,0,0.18431116964939248,0
601,user_1679,1,0,0.6149932090359346,0
602,user_997,1,0,0.3520051800936189,0
603,user_1186,0,0,1.0035909875745475,0
604,user_1746,0,0,0.6084838707175378,0
605,user_215,0,0,0.5243450229215402,0
606,user_52,0,0,0.7162376123646577,0
607,user_584,0,0,3.376953773787331,0
608,user_1837,0,0,0.40148409812939406,0
609,user_941,1,1,3.1137802151350993,0
610,user_1891,0,0,0.2017207430835037,0
611,user_552,1,0,1.1670888952210448,0
612,user_668,0,0,1.4146374892967355,0
613,user_1165,0,0,0.06496407596555168,0
614,user_1245,0,0,0.6208715572347491,0
615,user_1390,1,0,1.1165115978796125,0
616,user_1915,0,0,0.7706307003245768,0
617,user_471,0,0,0.17907786749137403,0
618,user_1181,0,0,0.8082127233833319,0
619,user_708,0,0,1.2142713896687847,0
620,user_897,0,0,0.10998330810470558,0
621,user_1646,0,0,0.5277566814943402,0
622,user_315,0,0,1.4028145107430279,0
623,user_1573,0,0,0.7963992445941473,0
624,user_1337,1,0,0.8595138484351003,0
625,user_1894,0,0,0.9321780945966794,0
626,user_721,0,0,0.1294155340762947,0
627,user_911,0,0,0.2810776805807413,0
628,user_1591,1,1,3.300377430628347,0
629,user_569,0,0,0.5201784323751054,0
630,user_1838,0,0,0.16996536796020448,0
631,user_1356,0,0,0.16736733787744038,0
632,user_422,1,0,0.39368128877762054,0
633,user_528,0,0,1.986525014360605,0
634,user_205,0,0,0.0874872384104396,0
635,user_909,0,0,0.6611228668235473,0
636,user_1906,0,0,0.9081944499150829,0
637,user_703,0,0,1.4726018967848566,0
638,user_742,0,1,4.053925825346953,0
639,user_1798,1,0,0.5936526065362011,0
640,user_1086,1,0,0.970408354960584,0
641,user_215,0,0,2.9721657961699863,0
642,user_685,0,0,0.7131929692582327,0
643,user_1137,0,0,1.1138609909147519,0
644,user_834,0,0,0.3265574547650658,0
645,user_521,0,0,1.7383889297962498,0
646,user_978,0,0,0.4258499055921392,0
647,user_1383,0,0,0.349241884603643,0
648,user_1481,0,0,0.08242595089228645,0
649,user_1087,1,0,0.24142561587623443,1
650,user_401,0,0,1.6570236627194572,0
651,user_1034,0,0,0.2315862829398678,0
