transaction_id,sender_id,receiver_id,amount,hour,fraud_flag
55,user_665,user_1049,1582.93,10,0
56,user_235,user_48,508.77,22,0
57,user_1541,user_505,1806.79,17,0
58,user_1545,user_515,1215.95,8,0
59,user_1001,user_505,33.65,0,0
60,user_360,user_269,2532.96,0,0
61,user_1892,user_1248,857.81,7,0
62,user_325,user_158,669.08,22,0
63,user_623,user_864,179.1,17,0
64,user_644,user_617,1203.43,5,0
65,user_1433,user_599,62.54,13,0
66,user_1577,user_374,1412.79,10,0
67,user_1032,user_32,279.87,2,0
68,user_507,user_655,4294.09,17,0
69,user_1844,user_1021,1119.14,8,0
70,user_1791,user_1134,4284.04,16,0
71,user_1135,user_566,322.96,1,0
72,user_597,user_642,3999.99,5,0
73,user_599,user_1435,1858.01,4,0
74,user_1578,user_1574,896.34,0,0
75,user_953,user_1605,622.31,16,0
76,user_1189,user_1829,1171.31,5,1
77,user_1859,user_579,4460.73,20,0
78,user_130,user_1561,139.27,4,0
79,user_1168,user_159,2352.19,3,0
80,user_907,user_954,1159.71,5,0
81,user_921,user_1569,1520.96,20,0
82,user_47,user_1190,1598.74,20,0
83,user_1697,user_575,200.58,2,0
84,user_1042,user_788,1904.61,16,0
85,user_624,user_1013,972.56,15,0
86,user_268,user_1710,2154.9,4,0
87,user_1218,user_636,1007.86,8,0
88,user_777,user_866,1834.19,0,0
89,user_1524,user_412,32.25,0,0
90,user_361,user_1731,3593.36,14,0
91,user_152,user_579,1545.33,3,0
92,user_1558,user_1809,5123.7,18,0
93,user_1307,user_461,242.46,14,0
94,user_1473,user_509,2081.39,16,0
95,user_1799,user_420,2232.75,17,0
96,user_345,user_1583,592.03,18,0
97,user_1207,user_105,1708.28,1,0
98,user_1113,user_835,1167.03,9,0
99,user_1999,user_662,458.44,0,0
100,user_1800,user_580,2360.37,5,0
101,user_1573,user_1074,428.1,12,0
102,user_1821,user_1380,239.5,12,0
103,user_1934,user_1188,190.64,0,0
104,user_414,user_1562,1575.43,11,0
105,user_217,user_567,814.45,3,0
106,user_1823,user_281,3262.0,16,0
107,user_335,user_604,3261.54,22,0
108,user_1372,user_1436,5597.24,13,0
109,user_1574,user_1577,3055.08,6,0
110,user_1891,user_1082,3950.82,11,0
111,user_1818,user_969,461.69,11,0
112,user_24,user_1335,2850.56,20,0
113,user_1478,user_499,1556.07,10,0
114,user_737,user_284,4321.59,17,0
115,user_503,user_77,753.13,13,0
116,user_1712,user_1336,1181.31,2,0
117,user_7,user_1951,4452.2,13,0
118,user_3,user_1087,2991.86,9,0
119,user_1276,user_1799,95.25,19,0
120,user_333,user_345,2603.65,7,0
121,user_1497,user_1216,884.56,17,0
122,user_251,user_455,2498.79,7,0
123,user_1473,user_1327,548.61,6,0
124,user_1036,user_441,3645.14,13,0
125,user_235,user_998,1155.9,21,0
126,user_1594,user_1950,143.44,0,0
127,user_718,user_1625,416.04,4,0
128,user_145,user_775,1547.7,11,0
129,user_303,user_1730,117.86,7,0
130,user_139,user_1044,45.21,6,0
131,user_222,user_799,1487.0,16,0
132,user_1465,user_533,2151.96,9,0
133,user_55,user_1577,7859.43,19,0
134,user_679,user_1718,725.27,8,0
135,user_553,user_1198,4655.42,23,0
136,user_939,user_1333,621.07,1,0
137,user_318,user_579,1174.14,3,0
138,user_163,user_336,282.91,13,0
139,user_292,user_1119,463.45,1,0
140,user_1257,user_1751,157.46,6,0
141,user_308,user_982,240.61,9,0
142,user_522,user_1038,133.41,0,0
143,user_1480,user_1624,2080.99,1,0
144,user_276,user_462,11.14,17,0
145,user_988,user_1358,3774.29,7,0
146,user_1942,user_1178,1943.38,14,0
147,user_183,user_238,2933.82,5,0
148,user_750,user_629,367.08,7,0
149,user_1685,user_382,960.63,15,0
150,user_726,user_53,1406.67,1,0
151,user_539,user_1114,638.5,23,0
152,user_628,user_666,1371.52,1,0
153,user_1754,user_777,2.16,11,0
154,user_1460,user_1863,452.21,15,0
155,user_1769,user_1712,22.77,15,0
156,user_1012,user_811,861.03,6,0
157,user_683,user_1020,355.59,20,0
158,user_566,user_132,1782.45,10,0
159,user_1280,user_1813,702.38,7,0
160,user_67,user_878,5721.61,5,0
161,user_1524,user_823,3148.13,11,0
162,user_1417,user_640,2378.84,3,0
163,user_1017,user_1194,2289.24,17,0
164,user_1313,user_1766,2154.75,7,0
165,user_208,user_1672,811.99,19,0
166,user_1146,user_1821,2751.86,23,0
167,user_1204,user_218,803.53,2,0
168,user_1348,user_1579,1165.79,3,0
169,user_1921,user_1738,904.29,21,0
170,user_515,user_913,953.37,1,0
171,user_1529,user_1511,627.81,6,0
172,user_1270,user_1548,382.43,21,0
173,user_242,user_1839,4968.4,7,0
174,user_20,user_197,3742.83,2,0
175,user_923,user_853,2770.6,1,0
176,user_1410,user_1051,8030.36,16,0
177,user_1483,user_1094,6002.57,9,0
178,user_1630,user_1178,1858.01,3,0
179,user_1765,user_1704,1160.42,5,0
180,user_650,user_1630,2085.86,22,0
181,user_1682,user_550,3616.28,17,0
182,user_1085,user_1407,5563.05,14,0
183,user_777,user_598,770.03,2,0
184,user_1981,user_1459,771.58,12,0
185,user_1754,user_479,7595.35,5,0
186,user_1974,user_1936,1359.42,23,0
187,user_521,user_1811,1499.58,1,0
188,user_597,user_1682,535.2,19,1
189,user_1170,user_271,2429.14,3,0
190,user_1573,user_899,2233.07,10,0
191,user_1384,user_1237,788.78,6,0
192,user_1421,user_975,1449.61,9,0
193,user_157,user_342,294.87,8,0
194,user_785,user_437,1160.85,10,0
195,user_1180,user_1645,391.84,0,0
196,user_508,user_1611,178.79,17,0
197,user_1765,user_868,674.31,13,0
198,user_1030,user_1304,1223.28,8,0
199,user_450,user_259,497.45,12,0
200,user_284,user_1178,676.79,7,0
201,user_468,user_936,321.3,13,0
202,user_512,user_431,1000.43,4,0
203,user_53,user_1464,2046.66,5,0
204,user_1719,user_774,107.95,4,0
205,user_1460,user_1919,1080.39,3,0
206,user_1352,user_489,2816.57,16,0
207,user_45,user_1106,2118.21,17,0
208,user_1987,user_969,234.13,20,0
209,user_527,user_765,701.69,11,0
210,user_1818,user_1298,299.46,9,0
211,user_1307,user_175,1218.21,14,0
212,user_748,user_1950,1589.01,14,0
213,user_350,user_1337,864.01,6,0
214,user_893,user_1316,257.56,18,0
215,user_31,user_1787,1630.68,23,0
216,user_254,user_1790,14.63,20,0
217,user_994,user_500,629.63,4,0
218,user_1698,user_1761,355.7,14,0
219,user_816,user_1359,417.75,6,0
220,user_770,user_403,7571.97,18,0
221,user_131,user_663,705.39,19,0
222,user_861,user_1088,1511.18,21,0
223,user_1766,user_632,738.61,11,0
224,user_1776,user_328,1464.57,22,0
225,user_261,user_395,1092.45,21,0
226,user_664,user_56,420.9,17,0
227,user_769,user_117,4888.29,0,0
228,user_1996,user_571,485.05,5,0
229,user_1765,user_1948,599.91,22,0
230,user_1801,user_1964,438.85,20,0
231,user_779,user_639,1512.99,21,0
232,user_252,user_1621,6774.57,2,0
233,user_1063,user_1842,309.92,5,0
234,user_833,user_1748,2682.1,12,0
235,user_939,user_1180,34.97,15,0
236,user_1803,user_1783,93.58,13,0
237,user_1375,user_1539,900.76,9,0
238,user_1805,user_661,1084.16,13,0
239,user_1449,user_553,2309.45,0,0
240,user_1358,user_1265,45.63,5,0
241,user_1074,user_1724,3728.26,22,0
242,user_912,user_516,4053.19,17,0
243,user_797,user_466,285.09,19,0
244,user_869,user_1768,3605.12,0,0
245,user_615,user_98,19.99,12,0
246,user_1954,user_278,4020.66,17,0
247,user_663,user_348,754.95,20,0
248,user_1576,user_186,1060.52,7,0
249,user_623,user_1644,2480.34,6,0
250,user_1238,user_158,1502.22,2,0
251,user_486,user_1158,1387.61,22,0
252,user_964,user_1012,250.32,15,0
253,user_1581,user_453,1037.1,12,0
254,user_1624,user_1813,2008.2,17,0
255,user_1715,user_121,4714.92,13,0
256,user_1122,user_1815,821.87,16,0
257,user_985,user_1254,146.09,14,0
258,user_506,user_464,97.83,6,0
259,user_1363,user_1948,1084.57,23,0
260,user_325,user_52,8544.94,4,1
261,user_1237,user_1949,641.62,12,0
262,user_1725,user_476,703.43,0,0
263,user_1400,user_895,2346.22,19,0
264,user_1564,user_397,3.63,0,0
265,user_256,user_889,1326.38,17,0
266,user_1114,user_393,3916.93,1,0
267,user_1070,user_427,465.01,8,0
268,user_771,user_496,994.46,19,0
269,user_464,user_708,1166.78,1,0
270,user_831,user_768,3305.55,2,0
271,user_1199,user_555,528.19,11,0
272,user_1342,user_1157,319.96,7,0
273,user_1453,user_699,3376.8,6,0
274,user_1044,user_2,3420.77,22,0
275,user_1905,user_467,1628.33,23,0
276,user_1698,user_1457,1790.22,21,0
277,user_145,user_728,895.2,18,0
278,user_137,user_1286,540.42,13,0
279,user_1758,user_800,342.08,7,0
280,user_352,user_1767,1534.08,6,0
281,user_161,user_1207,253.44,8,0
282,user_707,user_300,816.86,21,1
283,user_1653,user_811,352.76,7,0
284,user_826,user_736,1317.15,2,0
285,user_863,user_839,884.6,7,0
286,user_386,user_354,3315.7,0,0
287,user_162,user_500,1210.1,6,1
288,user_91,user_1099,3390.52,9,0
289,user_179,user_1416,514.58,14,0
290,user_1866,user_440,1369.17,21,0
291,user_1264,user_1547,2419.89,4,0
292,user_774,user_301,870.42,15,0
293,user_1287,user_107,1931.22,14,0
294,user_698,user_1975,4271.68,19,0
295,user_195,user_582,1546.0,0,0
296,user_1199,user_862,3180.12,13,0
297,user_478,user_326,1422.92,15,0
298,user_724,user_1035,296.44,15,0
299,user_148,user_404,275.81,16,0
300,user_1582,user_661,85.53,21,0
301,user_1576,user_1160,1415.01,12,0
302,user_1215,user_482,1985.77,14,0
303,user_223,user_206,1843.51,18,0
304,user_497,user_456,1669.24,2,0
305,user_1372,user_671,1572.45,2,0
306,user_1831,user_1202,39.03,2,0
307,user_933,user_1967,1225.0,13,0
308,user_179,user_291,5594.63,3,0
309,user_142,user_1397,445.76,21,0
310,user_1452,user_765,3391.76,22,0
311,user_190,user_1447,3406.57,0,0
312,user_2,user_1883,7854.0,3,0
313,user_581,user_1842,3099.26,9,0
314,user_102,user_1411,460.98,17,0
315,user_305,user_813,203.76,18,0
316,user_612,user_656,1154.75,4,0
317,user_852,user_952,559.76,5,0
318,user_1401,user_1217,1706.64,10,0
319,user_1594,user_1953,1062.8,22,0
320,user_738,user_1296,2162.39,5,0
321,user_58,user_1429,108.37,6,0
322,user_205,user_982,2607.94,0,0
323,user_835,user_686,102.21,12,0
324,user_856,user_813,1046.6,21,0
325,user_810,user_519,1815.65,13,0
326,user_1703,user_1503,2230.97,11,0
327,user_70,user_901,2321.63,22,0
328,user_100,user_720,1566.62,20,0
329,user_1311,user_792,853.91,16,0
330,user_1029,user_1008,1358.98,12,0
331,user_1815,user_1633,946.35,18,0
332,user_196,user_307,4890.87,23,0
333,user_662,user_1345,1408.04,12,0
334,user_1598,user_418,1077.83,6,0
335,user_1141,user_386,369.64,13,0
336,user_1080,user_1057,2500.65,19,0
337,user_1437,user_680,3969.9,19,0
338,user_1542,user_258,22.62,0,0
339,user_579,user_515,1000.97,6,0
340,user_182,user_1012,3361.73,18,0
341,user_1658,user_565,554.61,20,0
342,user_940,user_84,14.41,18,0
343,user_631,user_572,1754.5,14,0
344,user_101,user_722,2963.97,9,0
345,user_693,user_1766,1556.32,4,0
346,user_398,user_1851,156.94,14,0
347,user_1806,user_1241,409.35,2,0
348,user_1861,user_1305,4306.03,11,0
349,user_1107,user_1497,1172.98,1,0
350,user_1947,user_1133,787.08,12,0
351,user_331,user_1760,3856.14,16,0
352,user_1008,user_1285,299.55,10,0
353,user_175,user_624,15.43,4,0
354,user_371,user_1623,1254.1,5,0
355,user_1955,user_1333,1483.08,13,0
356,user_1789,user_1368,838.82,15,0
357,user_1693,user_810,1897.39,7,0
358,user_1331,user_140,582.26,10,0
359,user_1487,user_163,9480.77,0,0
360,user_711,user_1070,380.2,18,0
361,user_982,user_963,367.32,13,0
362,user_333,user_1865,308.24,1,0
363,user_1574,user_518,1232.49,21,0
364,user_1498,user_880,242.0,3,0
365,user_1885,user_713,182.28,4,0
366,user_1602,user_1362,2429.84,0,0
367,user_474,user_1646,2055.35,20,0
368,user_1547,user_737,981.03,6,0
369,user_520,user_458,307.22,18,0
370,user_1466,user_1228,522.03,9,0
371,user_719,user_627,3881.99,16,0
372,user_1474,user_48,409.23,1,0
373,user_1077,user_1803,1658.21,14,0
374,user_628,user_1593,318.28,15,0
375,user_1820,user_258,261.13,4,0
376,user_1884,user_1133,398.88,9,0
377,user_885,user_637,2907.42,9,0
378,user_178,user_1262,6556.55,12,0
379,user_32,user_1126,1687.23,23,0
380,user_1098,user_370,1385.93,3,0
381,user_365,user_544,929.99,11,0
382,user_1482,user_1484,2786.36,5,0
383,user_1711,user_1688,223.23,14,0
384,user_341,user_362,1252.33,21,0
385,user_661,user_434,269.97,6,0
386,user_1839,user_834,124.19,21,0
387,user_1972,user_952,237.74,0,0
388,user_921,user_953,1553.05,13,0
389,user_956,user_1801,335.86,0,0
390,user_1662,user_1759,1090.76,17,0
391,user_215,user_6,7734.54,12,0
392,user_1673,user_1299,473.14,22,0
393,user_1237,user_423,2420.77,17,0
394,user_1137,user_883,2429.06,6,0
395,user_1311,user_1691,2115.71,18,0
396,user_1174,user_1378,3975.9,5,0
397,user_278,user_479,696.92,8,0
398,user_214,user_249,1774.9,9,0
399,user_1367,user_1108,1120.5,2,0
400,user_829,user_1799,896.44,11,0
401,user_1594,user_98,1526.42,1,0
402,user_1756,user_1954,282.24,8,0
403,user_58,user_316,687.26,9,0
404,user_1298,user_594,2069.49,21,0
405,user_1149,user_30,125.23,5,0
406,user_843,user_1595,2179.54,19,0
407,user_104,user_1709,219.54,13,0
408,user_1192,user_917,288.46,6,0
409,user_189,user_1339,1274.73,23,0
410,user_1174,user_456,838.0,1,0
411,user_1778,user_1355,3775.38,18,0
412,user_477,user_175,496.9,1,0
413,user_931,user_21,2820.1,22,0
414,user_1330,user_505,1432.06,17,0
415,user_1738,user_922,347.67,16,0
416,user_1715,user_1291,1234.63,5,0
417,user_398,user_1065,5424.95,0,0
418,user_1904,user_198,29.48,19,0
419,user_1946,user_1246,278.15,7,0
420,user_671,user_372,228.5,7,0
421,user_885,user_206,3044.73,23,0
422,user_680,user_1260,1186.11,3,0
423,user_1038,user_701,2192.56,8,0
424,user_26,user_1378,2615.35,6,0
425,user_1997,user_983,578.69,14,0
426,user_449,user_1630,99.03,12,0
427,user_1260,user_575,123.61,1,0
428,user_1857,user_1326,2179.26,7,0
429,user_1472,user_1021,1828.66,13,0
430,user_983,user_1931,647.47,5,0
431,user_675,user_165,752.82,22,0
432,user_798,user_1855,291.17,23,0
433,user_1792,user_1156,119.13,20,0
434,user_1466,user_307,858.31,16,0
435,user_819,user_1568,2071.86,3,0
436,user_1396,user_1203,2313.22,23,0
437,user_1474,user_320,1041.84,22,0
438,user_1430,user_899,743.13,0,0
439,user_1216,user_1428,1215.4,7,0
440,user_510,user_835,318.81,0,0
441,user_602,user_1066,441.1,1,0
442,user_1266,user_1802,1936.5,13,0
443,user_1047,user_1209,1450.86,0,0
444,user_1558,user_1187,375.67,10,0
445,user_1898,user_1256,3481.29,9,0
446,user_510,user_1378,61.88,18,0
447,user_1722,user_396,1963.26,15,0
448,user_1056,user_444,534.44,1,0
449,user_55,user_162,890.51,12,0
450,user_916,user_1404,359.78,22,0
451,user_1233,user_1622,1544.04,16,0
452,user_455,user_1206,527.41,5,0
453,user_904,user_1765,140.08,2,0
454,user_1255,user_1828,938.03,0,0
455,user_1078,user_466,1704.24,14,0
456,user_564,user_1814,195.16,18,0
457,user_1618,user_860,870.08,3,0
458,user_851,user_1022,5931.87,7,0
459,user_842,user_471,1962.19,13,0
460,user_1880,user_1840,2583.73,0,0
461,user_65,user_1118,342.67,20,0
462,user_412,user_461,4930.52,16,0
463,user_7,user_1843,751.62,18,0
464,user_1868,user_1042,1209.39,2,0
465,user_1010,user_1001,333.19,18,0
466,user_661,user_545,1367.18,16,0
467,user_846,user_255,3624.1,6,0
468,user_509,user_731,1866.93,5,0
469,user_646,user_1942,649.95,9,0
470,user_85,user_1946,149.92,0,0
471,user_1419,user_1888,938.47,17,0
472,user_981,user_1625,3793.69,9,0
473,user_472,user_362,2951.5,0,0
474,user_93,user_1198,3309.16,16,0
475,user_1177,user_39,1459.7,15,0
476,user_1373,user_137,2027.44,3,0
477,user_1759,user_1873,271.39,14,0
478,user_1008,user_760,1393.06,0,0
479,user_667,user_852,1839.74,4,0
480,user_13,user_789,52.32,1,0
481,user_1653,user_1747,1506.15,14,0
482,user_1779,user_1178,547.42,12,0
483,user_1836,user_1448,722.86,12,0
484,user_414,user_1983,4335.5,17,0
485,user_1679,user_1895,1101.53,5,0
486,user_1798,user_1528,347.45,15,0
487,user_1192,user_1777,1763.62,13,0
488,user_798,user_1699,101.66,20,0
489,user_1490,user_1947,2589.81,2,0
490,user_522,user_514,2157.3,2,0
491,user_1043,user_1166,952.32,8,0
492,user_1246,user_615,1542.65,7,0
493,user_1175,user_278,306.7,7,0
494,user_1103,user_764,71.42,0,0
495,user_853,user_437,1371.24,5,0
496,user_1812,user_377,92.69,21,0
497,user_767,user_1870,884.94,13,0
498,user_1950,user_219,1139.41,3,0
499,user_1268,user_283,255.58,8,0
500,user_161,user_1978,1126.95,14,0
501,user_1557,user_583,369.24,22,0
502,user_558,user_890,1379.39,11,0
503,user_1908,user_1319,2131.9,10,0
504,user_1835,user_1068,749.23,3,0
505,user_753,user_1303,1319.51,14,0
506,user_1094,user_393,7084.69,16,0
507,user_1545,user_935,1323.54,17,0
508,user_1171,user_1304,468.94,4,0
509,user_789,user_1087,72.96,17,0
510,user_1893,user_1584,1479.07,15,0
511,user_719,user_527,2068.09,10,0
512,user_987,user_214,777.73,21,0
513,user_1294,user_395,1116.75,10,0
514,user_803,user_175,729.15,6,0
515,user_1706,user_1579,3110.93,4,0
516,user_32,user_1240,1497.78,2,0
517,user_590,user_199,1417.97,12,0
518,user_605,user_1943,1430.3,23,0
519,user_556,user_511,1367.9,9,0
520,user_1962,user_227,600.98,3,0
521,user_109,user_1842,4113.21,20,0
522,user_479,user_875,1272.22,8,0
523,user_126,user_1439,1428.97,13,0
524,user_677,user_1313,283.28,9,0
525,user_473,user_800,181.15,16,0
526,user_34,user_1066,1950.75,7,0
527,user_411,user_581,1246.85,21,0
528,user_210,user_966,1700.96,7,0
529,user_1864,user_1650,877.53,14,0
530,user_466,user_616,1511.69,20,0
531,user_567,user_1720,1587.18,18,0
532,user_798,user_1371,2610.15,2,0
533,user_1447,user_1724,2763.74,15,0
534,user_1474,user_418,2622.4,21,0
535,user_283,user_1639,161.39,13,0
536,user_1349,user_1682,1442.01,15,0
537,user_862,user_1280,85.65,16,0
538,user_851,user_1717,346.25,18,0
539,user_102,user_1279,140.84,7,0
540,user_1188,user_1819,633.25,22,0
541,user_1325,user_1469,1626.82,18,0
542,user_1626,user_1362,426.1,11,0
543,user_1798,user_635,1496.39,1,0
544,user_1415,user_1962,3517.22,16,0
545,user_1917,user_1044,132.75,7,0
546,user_295,user_1522,1308.1,4,0
547,user_968,user_305,2750.8,4,0
548,user_1469,user_441,332.43,14,0
549,user_1770,user_676,2214.55,15,0
550,user_515,user_970,250.17,18,0
551,user_370,user_1178,676.63,2,0
552,user_1095,user_577,91.8,8,0
553,user_178,user_1258,401.07,23,0
554,user_1192,user_272,249.02,17,0
555,user_1064,user_395,361.55,8,0
556,user_1885,user_453,1915.03,9,0
557,user_71,user_1515,2039.74,16,0
558,user_1794,user_653,783.72,19,0
559,user_797,user_230,6638.31,11,0
560,user_5,user_1184,1279.7,23,0
561,user_1344,user_1339,609.8,19,0
562,user_673,user_903,2231.32,22,0
563,user_39,user_1460,152.27,13,0
564,user_1307,user_1230,6196.7,7,0
565,user_1347,user_1477,75.95,6,0
566,user_1385,user_674,487.99,6,0
567,user_1591,user_1317,3143.5,12,0
568,user_162,user_1481,316.2,18,0
569,user_1559,user_786,1058.3,9,0
570,user_7,user_954,1926.02,21,0
571,user_910,user_75,2912.73,20,0
572,user_1157,user_356,3518.84,7,0
573,user_553,user_1482,550.07,8,0
574,user_985,user_1742,747.7,1,0
575,user_1475,user_914,1063.97,4,0
576,user_829,user_39,2059.99,1,0
577,user_477,user_60,3704.28,8,0
578,user_855,user_572,3861.94,18,0
579,user_811,user_583,2286.45,10,0
580,user_782,user_545,2402.28,9,0
581,user_288,user_558,788.56,23,0
582,user_1496,user_1885,456.33,3,0
583,user_917,user_930,809.75,12,0
584,user_1306,user_358,673.35,11,0
585,user_1406,user_1480,1790.04,2,0
586,user_1044,user_764,4546.74,0,0
587,user_1412,user_412,2124.98,1,0
588,user_231,user_1678,48.4,18,0
589,user_11,user_152,4376.23,6,0
590,user_1026,user_383,998.66,4,0
591,user_1414,user_1078,4370.74,22,0
592,user_1307,user_574,145.33,4,0
593,user_1731,user_717,1402.39,22,0
594,user_183,user_1808,404.82,16,0
595,user_343,user_1075,407.64,0,0
596,user_1710,user_636,1357.54,13,0
597,user_31,user_347,1055.3,19,0
598,user_1296,user_103,230.34,21,0
599,user_488,user_1962,2286.51,17,0
600,user_561,user_1194,185.01,18,0
601,user_1679,user_594,547.71,3,0
602,user_997,user_146,496.99,4,0
603,user_1186,user_355,1421.13,6,0
604,user_1746,user_357,1004.16,11,0
605,user_215,user_1165,763.01,20,0
606,user_52,user_296,940.74,19,0
607,user_584,user_40,4455.54,16,0
608,user_1837,user_789,583.43,22,0
609,user_941,user_127,5598.39,4,0
610,user_1891,user_1445,387.99,12,0
611,user_552,user_1096,1415.33,4,0
612,user_668,user_1319,2382.48,14,0
613,user_1165,user_621,110.68,17,0
614,user_1245,user_1722,915.39,19,0
615,user_1390,user_958,1562.68,0,0
616,user_1915,user_17,1260.14,14,0
617,user_471,user_888,109.77,23,0
618,user_1181,user_1191,752.37,21,0
619,user_708,user_823,1380.51,13,0
620,user_897,user_1543,132.59,12,0
621,user_1646,user_178,583.72,21,0
622,user_315,user_1181,2211.03,6,0
623,user_1573,user_1629,1172.49,5,0
624,user_1337,user_1851,1043.37,3,0
625,user_1894,user_1675,1660.27,22,0
626,user_721,user_85,262.55,13,0
627,user_911,user_1575,403.14,8,0
628,user_1591,user_1276,5136.2,0,0
629,user_569,user_91,719.78,15,0
630,user_1838,user_1707,247.82,17,0
631,user_1356,user_1601,219.29,20,0
632,user_422,user_201,515.78,4,0
633,user_528,user_494,3396.04,15,0
634,user_205,user_1146,144.18,12,0
635,user_909,user_1647,856.5,9,0
636,user_1906,user_1273,890.85,12,0
637,user_703,user_493,2636.71,13,0
638,user_742,user_636,6602.49,19,0
639,user_1798,user_154,804.92,3,0
640,user_1086,user_1574,1394.7,2,0
641,user_215,user_1741,4325.0,20,0
642,user_685,user_1462,1156.61,10,0
643,user_1137,user_955,1220.8,13,0
644,user_834,user_1525,446.56,16,0
645,user_521,user_861,2314.9,5,0
646,user_978,user_71,688.39,23,0
647,user_1383,user_1210,497.64,12,0
648,user_1481,user_506,138.76,8,0
649,user_1087,user_1946,452.96,0,1
650,user_401,user_236,3683.56,18,0
651,user_1034,user_1241,336.75,6,0
652,user_350,user_1675,241.18,16,0
653,user_1837,user_137,301.56,6,0
654,user_928,user_970,5437.11,20,0
655,user_169,user_1518,447.82,12,0
656,user_741,user_1526,2064.97,11,0
657,user_1694,user_1438,647.27,8,0
658,user_451,user_566,3972.73,22,0
659,user_163,user_1253,588.41,12,0
660,user_1799,user_888,1846.09,7,0
661,user_1774,user_1878,528.25,23,0
662,user_1864,user_1880,1623.71,8,0
663,user_1056,user_207,118.0,21,0
664,user_60,user_852,1172.81,0,0
665,user_1943,user_1948,677.88,15,0
666,user_620,user_1620,1501.46,14,0
667,user_302,user_1325,2098.05,14,0
668,user_134,user_914,1184.52,5,0
669,user_1289,user_586,2222.27,17,0
670,user_70,user_281,998.04,10,0
671,user_1363,user_997,717.02,8,0
672,user_700,user_327,1580.39,1,0
673,user_1377,user_1532,1652.06,15,0
674,user_1413,user_274,1098.92,19,0
675,user_1293,user_256,1608.96,0,0
676,user_1659,user_395,739.35,17,0
677,user_1665,user_1484,789.91,4,0
678,user_366,user_1455,229.85,22,0
679,user_1069,user_1070,2824.64,16,0
680,user_936,user_724,2199.5,4,0
681,user_1143,user_250,1792.45,21,0
682,user_1170,user_1418,748.88,5,0
683,user_198,user_495,2929.83,8,0
684,user_1445,user_849,1306.71,18,0
685,user_441,user_229,1505.82,21,0
686,user_1416,user_1745,36.3,17,0
687,user_148,user_1399,3260.64,20,0
688,user_158,user_1545,2237.26,0,0
689,user_468,user_1117,176.99,16,0
690,user_155,user_783,798.12,21,0
691,user_133,user_1010,583.27,14,0
692,user_32,user_47,368.98,3,0
693,user_1430,user_1013,2287.09,14,0
694,user_1557,user_732,132.62,7,0
695,user_1960,user_590,322.0,5,0
696,user_1933,user_46,3497.81,0,0
697,user_747,user_1877,5408.17,0,0
698,user_659,user_1617,2292.13,4,0
699,user_1964,user_1984,2576.74,14,0
700,user_1829,user_1722,3140.66,23,0
701,user_1619,user_251,281.57,18,0
702,user_1435,user_695,1202.33,15,0
703,user_1385,user_455,2364.21,7,0
704,user_1684,user_1417,959.01,14,0
705,user_1361,user_1697,961.26,15,0
706,user_1106,user_1996,3716.29,8,0
707,user_754,user_79,11.21,4,0
708,user_254,user_96,1245.24,4,0
709,user_1374,user_959,914.44,15,0
710,user_441,user_132,4239.68,11,0
711,user_1344,user_648,5988.04,5,0
712,user_627,user_811,523.03,17,0
713,user_1309,user_873,9180.33,3,1
